Date,Vehicle_ID,Vehicle_Type,Driver_ID,City,State,Fuel_Type,Fuel_Quantity_Liters,Fuel_Price_Per_Liter_INR,Total_Fuel_Cost_INR,Distance_KM,Mileage_KMPL,Maintenance_Cost_INR,Department,Route_Type,Is_Fraud
2024-10-12,VH1047,Truck,DR0547,Chennai,Tamil Nadu,Diesel,29.08,92.28,2683.5,231.8,7.97,1240.98,Administration,Highway,0
2025-11-23,VH1048,Bus,DR0548,Chennai,Tamil Nadu,Diesel,15.48,91.32,1413.63,112.2,7.25,804.09,Administration,Mixed,0
2025-03-19,VH1049,SUV,DR0549,Hyderabad,Telangana,Diesel,13.43,89.23,1198.36,162.8,12.12,2249.07,Maintenance,Highway,0
2025-11-26,VH1050,Bus,DR0550,Bengaluru,Karnataka,Diesel,42.13,91.25,3844.36,205.6,4.88,603.83,Sales,Mixed,0
2025-12-17,VH1051,Car,DR0551,Pune,Maharashtra,Petrol,16.31,94.81,1546.35,197.7,12.12,1264.3,Administration,Highway,0
2024-06-20,VH1052,Van,DR0552,Kolkata,West Bengal,Diesel,14.73,88.56,1304.49,203.9,13.84,1307.26,Administration,Highway,0
2024-03-10,VH1053,Car,DR0553,Ahmedabad,Gujarat,Petrol,9.24,104.05,961.42,170.3,18.44,1255.59,Maintenance,Highway,0
2025-01-25,VH1054,Truck,DR0554,Hyderabad,Telangana,Diesel,16.05,88.5,1420.42,96.8,6.03,1695.61,Maintenance,Mixed,0
2024-07-26,VH1055,Mini-Truck,DR0555,Mumbai,Maharashtra,CNG,73.38,78.36,5750.06,206.9,10.56,785.75,Sales,Mixed,1
2024-06-14,VH1056,SUV,DR0556,Chennai,Tamil Nadu,Petrol,20.36,102.78,2092.6,186.5,9.16,155.28,Sales,Highway,0
2025-12-08,VH1057,Bus,DR0557,Chennai,Tamil Nadu,Diesel,20.69,87.09,1801.89,164.5,7.95,1441.9,Operations,Highway,0
2025-02-14,VH1058,Car,DR0558,Chennai,Tamil Nadu,Petrol,4.21,98.16,413.25,91.8,21.83,1731.72,Logistics,Mixed,0
2025-08-25,VH1059,Mini-Truck,DR0559,Kolkata,West Bengal,Diesel,19.87,89.21,1772.6,209.0,10.52,1832.19,Operations,Highway,0
2025-01-01,VH1060,SUV,DR0560,Kolkata,West Bengal,CNG,8.63,80.64,695.92,92.9,10.77,1077.16,Sales,Urban,0
2025-04-07,VH1061,Mini-Truck,DR0561,Hyderabad,Telangana,Petrol,19.68,104.5,2056.56,184.4,9.37,1533.34,Maintenance,Highway,0
2024-05-24,VH1062,Bus,DR0562,Bengaluru,Karnataka,Petrol,5.28,97.78,516.28,22.3,4.22,944.49,Logistics,Urban,0
2025-03-04,VH1063,Bus,DR0563,Chennai,Tamil Nadu,Diesel,58.16,91.24,5306.52,240.8,4.14,1175.19,Maintenance,Highway,0
2024-08-01,VH1064,Van,DR0564,Ahmedabad,Gujarat,Diesel,11.73,85.85,1007.02,172.0,14.66,497.7,Administration,Highway,0
2025-05-31,VH1065,SUV,DR0565,Hyderabad,Telangana,Petrol,15.58,101.13,1575.61,157.2,10.09,1504.62,Sales,Mixed,0
2024-08-11,VH1066,Truck,DR0566,Kolkata,West Bengal,Petrol,12.2,103.09,1257.7,110.5,9.06,1958.26,Sales,Urban,0
2025-07-01,VH1067,Van,DR0567,Bengaluru,Karnataka,Diesel,5.28,93.44,493.36,70.6,13.36,185.52,Maintenance,Urban,0
2024-09-07,VH1068,Bus,DR0568,Hyderabad,Telangana,Diesel,16.37,93.14,1524.7,116.9,7.14,1806.21,Operations,Urban,0
2024-09-09,VH1069,Mini-Truck,DR0569,Bengaluru,Karnataka,CNG,28.51,75.13,2141.96,236.9,8.31,2065.6,Logistics,Highway,0
2025-10-29,VH1070,Bus,DR0570,Mumbai,Maharashtra,Diesel,28.2,93.83,2646.01,126.6,4.49,560.6,Sales,Mixed,0
2025-03-08,VH1071,SUV,DR0571,Chennai,Tamil Nadu,Diesel,4.81,91.7,441.08,62.6,13.02,726.92,Logistics,Urban,0
2024-05-14,VH1072,SUV,DR0572,Chennai,Tamil Nadu,Petrol,4.66,95.49,444.98,43.1,9.25,1797.2,Logistics,Urban,0
2025-01-11,VH1073,SUV,DR0573,Delhi,Delhi,Diesel,12.73,93.23,1186.82,164.8,12.95,1074.65,Sales,Highway,0
2024-01-25,VH1074,SUV,DR0574,Hyderabad,Telangana,Diesel,9.3,94.79,881.55,96.8,10.41,970.43,Logistics,Mixed,0
2025-05-30,VH1075,Mini-Truck,DR0575,Chennai,Tamil Nadu,Diesel,6.89,88.16,607.42,79.7,11.57,1661.9,Sales,Mixed,0
2024-01-19,VH1076,SUV,DR0576,Pune,Maharashtra,Petrol,4.85,96.37,467.39,53.4,11.01,249.58,Administration,Urban,0
2024-06-30,VH1077,SUV,DR0577,Chennai,Tamil Nadu,Petrol,45.18,100.33,4532.91,45.2,1.0,1469.04,Maintenance,Highway,1
2024-08-07,VH1078,Bus,DR0578,Chennai,Tamil Nadu,Petrol,44.33,96.03,4257.01,208.8,4.71,746.27,Administration,Highway,0
2025-11-17,VH1079,Van,DR0579,Ahmedabad,Gujarat,Petrol,13.51,102.35,1382.75,137.7,10.19,825.04,Maintenance,Urban,0
2024-04-09,VH1080,SUV,DR0580,Mumbai,Maharashtra,Petrol,13.42,99.57,1336.23,129.8,9.67,1401.67,Operations,Mixed,0
2025-12-23,VH1081,Bus,DR0581,Hyderabad,Telangana,Diesel,40.49,94.1,3810.11,189.1,4.67,1356.24,Operations,Mixed,0
2025-02-20,VH1082,Car,DR0582,Ahmedabad,Gujarat,Petrol,10.26,98.34,1008.97,196.2,19.12,1875.23,Administration,Highway,0
2025-09-09,VH1083,Bus,DR0583,Hyderabad,Telangana,Diesel,10.16,86.32,877.01,77.7,7.65,971.02,Operations,Urban,0
2024-02-08,VH1084,Van,DR0584,Chennai,Tamil Nadu,Diesel,16.96,92.14,1562.69,232.2,13.69,1542.69,Operations,Highway,0
2024-09-06,VH1085,Car,DR0585,Delhi,Delhi,Diesel,9.94,88.6,880.68,191.5,19.27,1778.57,Administration,Highway,0
2025-04-12,VH1086,Car,DR0586,Pune,Maharashtra,Diesel,6.29,87.03,547.42,137.6,21.86,1578.53,Logistics,Mixed,0
2024-11-22,VH1087,Mini-Truck,DR0587,Ahmedabad,Gujarat,Diesel,9.65,93.23,899.67,106.9,11.08,1063.57,Sales,Mixed,0
2025-11-13,VH1088,Car,DR0588,Pune,Maharashtra,Diesel,14.04,88.17,1237.91,210.8,15.01,1739.05,Administration,Highway,0
2025-02-22,VH1089,Car,DR0589,Ahmedabad,Gujarat,Petrol,4.79,104.92,502.57,71.9,15.02,1443.51,Operations,Urban,0
2025-08-11,VH1090,Van,DR0590,Bengaluru,Karnataka,Diesel,6.13,93.3,571.93,62.6,10.21,448.72,Sales,Urban,0
2025-12-25,VH1091,Mini-Truck,DR0591,Bengaluru,Karnataka,Diesel,23.81,87.28,2078.14,249.3,10.47,553.89,Sales,Highway,0
2024-06-02,VH1092,Truck,DR0592,Bengaluru,Karnataka,Petrol,28.99,96.72,2803.91,180.0,6.21,624.89,Operations,Mixed,0
2024-07-08,VH1093,Car,DR0593,Pune,Maharashtra,Petrol,6.07,102.44,621.81,81.8,13.48,1576.41,Logistics,Urban,0
2024-09-08,VH1094,Bus,DR0594,Bengaluru,Karnataka,Petrol,49.68,98.05,4871.12,204.2,4.11,1982.86,Logistics,Highway,0
2025-03-21,VH1095,Van,DR0595,Pune,Maharashtra,Diesel,15.12,85.81,1297.45,156.5,10.35,1143.36,Logistics,Mixed,0
2024-02-28,VH1096,Mini-Truck,DR0596,Ahmedabad,Gujarat,Petrol,4.15,96.23,399.35,47.7,11.5,1624.97,Administration,Urban,0
2025-04-08,VH1097,Bus,DR0597,Hyderabad,Telangana,Petrol,7.47,95.5,713.38,51.6,6.91,938.61,Operations,Urban,0
2025-10-31,VH1098,SUV,DR0598,Pune,Maharashtra,Diesel,14.06,93.92,1320.52,190.1,13.52,2059.0,Operations,Highway,0
2024-02-21,VH1099,Car,DR0599,Delhi,Delhi,CNG,6.56,78.15,512.66,102.2,15.57,1142.21,Sales,Urban,0
2024-10-22,VH1100,Car,DR0500,Pune,Maharashtra,CNG,4.52,79.81,360.74,76.0,16.83,969.55,Operations,Urban,0
2024-08-30,VH1101,Truck,DR0501,Ahmedabad,Gujarat,Diesel,16.75,91.0,1524.25,146.2,8.73,1474.51,Administration,Urban,0
2024-03-13,VH1102,Truck,DR0502,Hyderabad,Telangana,Diesel,7.57,89.29,675.93,87.9,11.61,1171.74,Logistics,Mixed,0
2025-01-22,VH1103,Van,DR0503,Ahmedabad,Gujarat,Petrol,1.19,95.76,113.95,17.6,14.74,356.16,Administration,Urban,0
2025-12-22,VH1104,Car,DR0504,Bengaluru,Karnataka,Diesel,10.44,92.26,963.19,156.2,14.96,2097.61,Maintenance,Mixed,0
2025-04-23,VH1105,Truck,DR0505,Hyderabad,Telangana,Petrol,6.84,96.7,661.43,66.2,9.68,1550.6,Maintenance,Urban,0
2025-05-03,VH1106,Truck,DR0506,Hyderabad,Telangana,Diesel,11.18,86.9,971.54,60.7,5.43,1200.83,Operations,Urban,0
2025-05-06,VH1107,Van,DR0507,Hyderabad,Telangana,Diesel,13.71,85.32,1169.74,190.7,13.91,1173.66,Logistics,Highway,0
2025-08-12,VH1108,SUV,DR0508,Kolkata,West Bengal,Diesel,19.92,91.95,1831.64,224.1,11.25,1233.6,Operations,Highway,0
2025-07-06,VH1109,Truck,DR0509,Ahmedabad,Gujarat,Diesel,23.1,87.73,2026.56,116.4,5.04,1872.65,Sales,Mixed,0
2024-10-09,VH1110,Mini-Truck,DR0510,Delhi,Delhi,Petrol,16.38,96.59,1582.14,144.6,8.83,1488.34,Maintenance,Urban,0
2024-12-24,VH1111,SUV,DR0511,Ahmedabad,Gujarat,Petrol,7.07,101.26,715.91,68.0,9.62,980.6,Operations,Urban,0
2024-09-30,VH1112,Car,DR0512,Kolkata,West Bengal,Petrol,12.88,99.11,1276.54,177.5,13.78,589.16,Operations,Highway,0
2024-09-28,VH1113,SUV,DR0513,Mumbai,Maharashtra,Petrol,10.43,103.56,1080.13,144.1,13.81,1843.14,Administration,Highway,0
2024-01-17,VH1114,SUV,DR0514,Ahmedabad,Gujarat,Diesel,8.86,89.2,790.31,103.8,11.71,1476.74,Maintenance,Urban,0
2025-08-20,VH1115,Truck,DR0515,Kolkata,West Bengal,Diesel,77.78,92.96,7230.43,130.9,6.18,1621.08,Sales,Urban,1
2024-08-20,VH1116,Van,DR0516,Bengaluru,Karnataka,Diesel,11.65,91.16,1062.01,185.6,15.93,742.55,Maintenance,Highway,0
2025-03-07,VH1117,Bus,DR0517,Bengaluru,Karnataka,Petrol,39.52,102.53,4051.99,195.6,4.95,835.65,Logistics,Highway,0
2024-12-16,VH1118,Van,DR0518,Mumbai,Maharashtra,Petrol,10.54,104.71,1103.64,126.0,11.96,1101.94,Logistics,Mixed,0
2025-04-06,VH1119,Bus,DR0519,Delhi,Delhi,Diesel,33.2,93.31,3097.89,168.3,5.07,1402.82,Sales,Highway,0
2024-02-16,VH1120,Van,DR0520,Kolkata,West Bengal,Petrol,7.7,103.77,799.03,101.6,13.19,1470.47,Logistics,Mixed,0
2024-09-26,VH1121,SUV,DR0521,Bengaluru,Karnataka,CNG,12.58,79.26,997.09,139.8,11.11,944.11,Sales,Mixed,0
2024-05-14,VH1122,SUV,DR0522,Pune,Maharashtra,Diesel,19.02,91.4,1738.43,239.7,12.6,635.12,Logistics,Highway,0
2025-04-18,VH1123,Mini-Truck,DR0523,Kolkata,West Bengal,Diesel,15.93,85.4,1360.42,146.9,9.22,557.44,Sales,Mixed,0
2025-05-22,VH1124,SUV,DR0524,Chennai,Tamil Nadu,Petrol,5.46,101.26,552.88,74.1,13.58,830.24,Maintenance,Urban,0
2025-01-08,VH1125,Mini-Truck,DR0525,Pune,Maharashtra,Petrol,20.45,94.8,1938.66,168.3,8.23,933.94,Logistics,Highway,0
2024-04-09,VH1126,Mini-Truck,DR0526,Hyderabad,Telangana,Petrol,22.97,99.69,2289.88,227.6,9.91,1342.91,Logistics,Highway,0
2024-01-09,VH1127,SUV,DR0527,Mumbai,Maharashtra,Petrol,16.06,104.35,1675.86,155.9,9.71,1352.01,Sales,Highway,0
2025-08-13,VH1128,Truck,DR0528,Bengaluru,Karnataka,Diesel,4.99,86.0,429.14,52.0,10.42,1030.58,Operations,Urban,0
2025-04-16,VH1129,Van,DR0529,Ahmedabad,Gujarat,CNG,19.85,81.41,1615.99,264.8,13.34,1398.57,Operations,Highway,0
2024-12-28,VH1130,Truck,DR0530,Pune,Maharashtra,Diesel,20.68,89.45,1849.83,214.4,10.37,1486.27,Maintenance,Highway,0
2025-05-04,VH1131,SUV,DR0531,Mumbai,Maharashtra,Petrol,16.88,94.06,1587.73,192.8,11.42,797.74,Maintenance,Highway,0
2025-09-23,VH1132,Van,DR0532,Delhi,Delhi,Petrol,2.27,102.92,233.63,24.9,10.96,1633.34,Administration,Urban,0
2025-12-15,VH1133,Car,DR0533,Hyderabad,Telangana,Diesel,8.17,87.14,711.93,157.3,19.25,733.11,Maintenance,Highway,0
2024-11-03,VH1134,Van,DR0534,Delhi,Delhi,CNG,0.3,77.58,23.27,4.3,14.48,2037.6,Maintenance,Urban,0
2024-04-20,VH1135,Bus,DR0535,Kolkata,West Bengal,Diesel,23.75,93.89,2229.89,167.2,7.04,1242.76,Administration,Mixed,0
2024-06-23,VH1136,Truck,DR0536,Pune,Maharashtra,Diesel,10.71,88.85,951.58,126.0,11.76,1073.63,Logistics,Mixed,0
2024-10-14,VH1137,SUV,DR0537,Bengaluru,Karnataka,Diesel,18.65,89.84,1675.52,173.1,9.28,781.61,Logistics,Urban,0
2025-02-20,VH1138,SUV,DR0538,Bengaluru,Karnataka,Petrol,2.24,102.25,229.04,25.5,11.4,1399.6,Operations,Urban,0
2024-02-12,VH1139,SUV,DR0539,Bengaluru,Karnataka,CNG,19.83,81.73,1620.71,216.3,10.91,1054.77,Maintenance,Highway,0
2025-05-28,VH1140,SUV,DR0540,Pune,Maharashtra,CNG,18.32,78.08,1430.43,207.7,11.34,2009.26,Sales,Urban,0
2024-07-28,VH1141,Car,DR0541,Chennai,Tamil Nadu,CNG,1.25,77.55,96.94,26.8,21.49,1493.59,Logistics,Urban,0
2025-12-05,VH1142,SUV,DR0542,Pune,Maharashtra,Petrol,12.86,95.9,1233.27,118.8,9.24,1253.96,Sales,Mixed,0
2024-05-17,VH1143,Truck,DR0543,Mumbai,Maharashtra,Diesel,24.45,91.19,2229.6,249.9,10.22,1924.67,Maintenance,Highway,0
2025-01-17,VH1144,SUV,DR0544,Chennai,Tamil Nadu,Petrol,25.5,98.84,2520.42,236.6,9.28,1328.08,Sales,Highway,0
2025-04-25,VH1145,Bus,DR0545,Delhi,Delhi,Diesel,9.56,92.3,882.39,47.6,4.98,1062.49,Operations,Urban,0
2024-04-22,VH1146,Truck,DR0546,Mumbai,Maharashtra,Petrol,17.51,100.61,1761.68,155.7,8.89,1935.3,Sales,Highway,0
2025-12-21,VH1147,SUV,DR0547,Hyderabad,Telangana,Petrol,14.91,104.32,1555.41,190.3,12.76,1354.3,Administration,Highway,0
2025-01-19,VH1148,Bus,DR0548,Delhi,Delhi,Diesel,25.8,94.7,2443.26,111.7,4.33,628.44,Administration,Urban,0
2024-06-01,VH1149,SUV,DR0549,Kolkata,West Bengal,Diesel,11.52,85.82,988.65,161.0,13.97,1084.87,Operations,Highway,0
2024-10-03,VH1150,Car,DR0550,Chennai,Tamil Nadu,Petrol,7.97,99.35,791.82,140.0,17.56,1024.08,Administration,Mixed,0
2025-09-02,VH1151,SUV,DR0551,Kolkata,West Bengal,Petrol,7.47,102.36,764.63,79.3,10.61,1290.69,Operations,Urban,0
2024-12-25,VH1152,Bus,DR0552,Hyderabad,Telangana,Diesel,26.77,91.6,2452.13,190.9,7.13,690.81,Sales,Highway,0
2025-03-25,VH1153,Bus,DR0553,Hyderabad,Telangana,CNG,43.42,79.98,3472.73,191.5,4.41,1505.49,Maintenance,Urban,0
2024-07-14,VH1154,Truck,DR0554,Chennai,Tamil Nadu,CNG,31.79,77.31,2457.68,188.5,5.93,871.32,Sales,Highway,0
2024-11-18,VH1155,Bus,DR0555,Hyderabad,Telangana,Diesel,30.61,93.47,2861.12,211.2,6.9,258.65,Sales,Highway,0
2025-02-10,VH1156,Van,DR0556,Pune,Maharashtra,Petrol,7.18,103.95,746.36,94.2,13.12,2192.76,Maintenance,Urban,0
2025-04-08,VH1157,Van,DR0557,Hyderabad,Telangana,Diesel,4.14,87.88,363.82,59.0,14.24,904.31,Operations,Mixed,0
2025-01-09,VH1158,Van,DR0558,Bengaluru,Karnataka,Diesel,18.14,92.33,1674.87,183.9,10.14,460.39,Maintenance,Highway,0
2025-01-09,VH1158,Van,DR0558,Bengaluru,Karnataka,Diesel,18.14,92.33,1674.87,183.9,10.14,460.39,Maintenance,Highway,0
2025-08-31,VH1160,SUV,DR0560,Bengaluru,Karnataka,Diesel,12.67,93.62,1186.17,134.0,10.58,894.31,Administration,Mixed,0
2024-03-05,VH1161,Truck,DR0561,Mumbai,Maharashtra,Petrol,9.54,97.56,930.72,63.6,6.67,1267.09,Operations,Urban,0
2024-12-30,VH1162,SUV,DR0562,Chennai,Tamil Nadu,Diesel,14.62,92.98,1359.37,153.2,10.48,1349.8,Logistics,Highway,0
2024-07-19,VH1163,Truck,DR0563,Hyderabad,Telangana,Petrol,13.42,98.33,1319.59,146.0,10.88,889.34,Operations,Mixed,0
2025-06-23,VH1164,SUV,DR0564,Mumbai,Maharashtra,Diesel,16.56,94.08,1557.96,170.7,10.31,1788.34,Logistics,Highway,0
2025-04-17,VH1165,Van,DR0565,Chennai,Tamil Nadu,Diesel,11.33,94.39,1069.44,135.9,11.99,744.03,Administration,Mixed,0
2025-02-23,VH1166,Bus,DR0566,Hyderabad,Telangana,CNG,10.58,83.64,884.91,75.3,7.12,593.72,Operations,Urban,0
2025-05-06,VH1167,Car,DR0567,Hyderabad,Telangana,Petrol,12.7,94.72,1202.94,193.2,15.21,1343.01,Sales,Highway,0
2025-04-24,VH1168,Mini-Truck,DR0568,Mumbai,Maharashtra,CNG,6.32,83.41,527.15,85.4,13.52,850.39,Maintenance,Urban,0
2025-01-25,VH1169,Truck,DR0569,Pune,Maharashtra,Diesel,14.09,85.12,1199.34,149.9,10.64,1352.85,Administration,Mixed,0
2025-01-02,VH1170,Mini-Truck,DR0570,Hyderabad,Telangana,CNG,5.48,82.05,449.63,71.3,13.02,1135.02,Sales,Urban,0
2025-03-22,VH1171,SUV,DR0571,Pune,Maharashtra,Diesel,29.14,91.67,2671.26,38.3,1.31,835.19,Administration,Highway,1
2025-10-02,VH1172,Van,DR0572,Bengaluru,Karnataka,Diesel,10.16,91.64,931.06,107.9,10.62,2198.08,Maintenance,Mixed,0
2025-02-01,VH1173,SUV,DR0573,Chennai,Tamil Nadu,Diesel,13.1,86.47,1132.76,135.8,10.37,828.91,Sales,Urban,0
2025-08-15,VH1174,Car,DR0574,Bengaluru,Karnataka,Diesel,4.08,89.97,367.08,56.9,13.93,1394.31,Sales,Urban,0
2024-08-21,VH1175,Van,DR0575,Kolkata,West Bengal,Diesel,12.53,91.42,1145.49,148.4,11.84,1610.31,Sales,Mixed,0
2025-09-21,VH1176,Truck,DR0576,Delhi,Delhi,Diesel,15.14,92.69,1403.33,104.5,6.9,628.81,Logistics,Urban,0
2025-01-04,VH1177,Mini-Truck,DR0577,Pune,Maharashtra,Diesel,17.6,90.58,1594.21,179.2,10.18,1168.46,Maintenance,Mixed,0
2025-11-24,VH1178,Van,DR0578,Delhi,Delhi,Diesel,2.95,85.03,250.84,43.1,14.59,595.98,Operations,Urban,0
2025-03-03,VH1179,SUV,DR0579,Pune,Maharashtra,CNG,10.32,76.02,784.53,124.2,12.04,1664.95,Operations,Mixed,0
2025-07-29,VH1180,Truck,DR0580,Delhi,Delhi,Petrol,20.04,97.1,1945.88,162.7,8.12,772.44,Operations,Urban,0
2025-09-14,VH1181,Bus,DR0581,Bengaluru,Karnataka,Petrol,32.3,96.06,3102.74,130.5,4.04,1648.51,Administration,Mixed,0
2024-11-25,VH1182,Mini-Truck,DR0582,Chennai,Tamil Nadu,Petrol,16.1,104.24,1678.26,137.5,8.54,1772.39,Maintenance,Highway,0
2024-12-06,VH1183,Bus,DR0583,Ahmedabad,Gujarat,Diesel,6.13,94.57,579.71,44.0,7.18,1007.75,Maintenance,Urban,0
2025-10-08,VH1184,Car,DR0584,Ahmedabad,Gujarat,CNG,3.89,76.49,297.55,82.2,21.11,1928.74,Logistics,Urban,0
2025-10-08,VH1184,Car,DR0584,Ahmedabad,Gujarat,CNG,3.89,76.49,297.55,82.2,21.11,1928.74,Logistics,Urban,0
2025-05-06,VH1186,Van,DR0586,Bengaluru,Karnataka,Diesel,4.02,90.05,362.0,53.8,13.39,123.57,Administration,Mixed,0
2024-04-12,VH1187,Van,DR0587,Delhi,Delhi,Petrol,10.21,101.63,1037.64,134.5,13.17,1039.87,Logistics,Urban,0
2024-03-12,VH1188,SUV,DR0588,Hyderabad,Telangana,Petrol,15.8,103.21,1630.72,179.0,11.33,1807.31,Administration,Highway,0
2025-06-11,VH1189,SUV,DR0589,Hyderabad,Telangana,Diesel,7.14,88.67,633.1,94.3,13.2,972.18,Maintenance,Mixed,0
2025-04-30,VH1190,Car,DR0590,Chennai,Tamil Nadu,Diesel,3.62,85.55,309.69,67.0,18.52,777.46,Sales,Urban,0
2024-07-28,VH1191,Truck,DR0591,Ahmedabad,Gujarat,Diesel,11.62,91.15,1059.16,111.6,9.6,1789.67,Sales,Urban,0
2025-11-20,VH1192,Van,DR0592,Delhi,Delhi,Diesel,1.89,91.61,173.14,27.6,14.61,803.57,Operations,Urban,0
2024-03-05,VH1193,Mini-Truck,DR0593,Hyderabad,Telangana,Petrol,7.44,97.88,728.23,79.2,10.64,275.3,Maintenance,Urban,0
2025-05-12,VH1194,Bus,DR0594,Delhi,Delhi,Diesel,23.09,92.57,2137.44,124.0,5.37,986.38,Operations,Mixed,0
2025-08-15,VH1195,SUV,DR0595,Kolkata,West Bengal,Diesel,18.52,92.61,1715.14,162.4,8.77,1193.18,Administration,Mixed,0
2025-12-10,VH1196,Mini-Truck,DR0596,Chennai,Tamil Nadu,Diesel,5.87,92.11,540.69,68.6,11.68,968.36,Operations,Mixed,0
2024-08-03,VH1197,Bus,DR0597,Pune,Maharashtra,Petrol,8.38,97.24,814.87,53.7,6.41,1794.31,Maintenance,Urban,0
2024-12-16,VH1198,Truck,DR0598,Delhi,Delhi,CNG,13.51,82.28,1111.6,122.9,9.1,1709.03,Logistics,Urban,0
2024-03-19,VH1199,SUV,DR0599,Pune,Maharashtra,Diesel,9.22,89.13,821.78,107.9,11.7,743.52,Logistics,Mixed,0
2024-10-21,VH1000,Car,DR0500,Hyderabad,Telangana,CNG,16.6,77.6,1288.16,199.5,12.02,1354.46,Maintenance,Highway,0
2024-12-05,VH1001,Mini-Truck,DR0501,Hyderabad,Telangana,Diesel,19.37,93.38,1808.77,171.2,8.84,312.58,Maintenance,Highway,0
2025-05-03,VH1002,SUV,DR0502,Ahmedabad,Gujarat,Petrol,14.9,99.35,1480.32,187.6,12.59,1573.93,Operations,Highway,0
2025-08-02,VH1003,SUV,DR0503,Kolkata,West Bengal,Petrol,21.83,96.9,2115.33,184.0,8.43,1261.13,Operations,Highway,0
2025-05-04,VH1004,Bus,DR0504,Ahmedabad,Gujarat,Petrol,25.13,94.28,2369.26,184.2,7.33,1357.25,Logistics,Highway,0
2024-10-20,VH1005,Bus,DR0505,Ahmedabad,Gujarat,Diesel,3.77,93.49,352.46,30.1,7.99,752.6,Maintenance,Urban,0
2025-11-17,VH1006,Van,DR0506,Bengaluru,Karnataka,Diesel,11.05,93.73,1035.72,174.1,15.76,1007.93,Sales,Mixed,0
2025-12-26,VH1007,Van,DR0507,Hyderabad,Telangana,Diesel,3.81,93.82,357.45,42.9,11.27,216.77,Logistics,Urban,0
2024-11-20,VH1008,Truck,DR0508,Delhi,Delhi,Petrol,11.13,100.99,1124.02,101.2,9.09,774.95,Maintenance,Mixed,0
2024-03-03,VH1009,Car,DR0509,Ahmedabad,Gujarat,Petrol,9.95,96.99,965.05,192.2,19.31,1559.18,Logistics,Mixed,0
2025-08-01,VH1010,Van,DR0510,Mumbai,Maharashtra,Diesel,8.55,93.32,797.89,117.8,13.78,793.85,Maintenance,Urban,0
2024-04-20,VH1011,Bus,DR0511,Mumbai,Maharashtra,CNG,30.44,79.68,2425.46,200.0,6.57,966.43,Operations,Highway,0
2024-06-15,VH1012,Mini-Truck,DR0512,Kolkata,West Bengal,Diesel,7.22,85.65,618.39,91.9,12.72,107.35,Maintenance,Mixed,0
2025-07-15,VH1013,Mini-Truck,DR0513,Pune,Maharashtra,Petrol,13.25,102.86,1362.89,106.4,8.03,1186.39,Operations,Mixed,0
2025-07-30,VH1014,Mini-Truck,DR0514,Delhi,Delhi,CNG,5.89,82.99,488.81,80.8,13.72,976.21,Operations,Urban,0
2024-04-13,VH1015,Van,DR0515,Chennai,Tamil Nadu,Diesel,13.44,92.0,1236.48,174.3,12.97,1353.04,Maintenance,Mixed,0
2025-08-17,VH1016,Bus,DR0516,Mumbai,Maharashtra,CNG,3.72,80.43,299.2,25.3,6.81,2350.03,Administration,Urban,0
2025-04-03,VH1017,Mini-Truck,DR0517,Mumbai,Maharashtra,CNG,10.14,82.37,835.23,91.6,9.03,1191.78,Sales,Urban,0
2025-04-03,VH1017,Mini-Truck,DR0517,Mumbai,Maharashtra,CNG,10.14,82.37,835.23,91.6,9.03,1191.78,Sales,Urban,0
2024-10-14,VH1019,Van,DR0519,Ahmedabad,Gujarat,Petrol,11.08,99.01,1097.03,164.2,14.82,661.19,Operations,Mixed,0
2025-07-09,VH1020,Bus,DR0520,Mumbai,Maharashtra,Diesel,3.43,89.65,307.5,18.4,5.37,34.67,Administration,Urban,0
2024-12-16,VH1021,Bus,DR0521,Pune,Maharashtra,Diesel,16.94,94.55,1601.68,83.0,4.9,864.11,Logistics,Urban,0
2024-07-23,VH1022,Truck,DR0522,Kolkata,West Bengal,Diesel,7.12,89.19,635.03,73.6,10.33,2141.3,Maintenance,Urban,0
2024-09-23,VH1023,Bus,DR0523,Chennai,Tamil Nadu,Petrol,21.51,95.52,2054.64,159.8,7.43,1518.36,Administration,Mixed,0
2024-01-05,VH1024,SUV,DR0524,Ahmedabad,Gujarat,Petrol,4.22,95.68,403.77,40.1,9.51,1218.5,Sales,Mixed,0
2025-06-05,VH1025,Bus,DR0525,Delhi,Delhi,CNG,20.03,77.98,1561.94,132.6,6.62,1176.84,Administration,Mixed,0
2025-09-12,VH1026,Car,DR0526,Chennai,Tamil Nadu,CNG,14.1,79.83,1125.6,172.1,12.21,1506.02,Maintenance,Highway,0
2025-10-20,VH1027,Bus,DR0527,Hyderabad,Telangana,Diesel,12.17,86.81,1056.48,78.5,6.45,1206.43,Operations,Urban,0
2025-07-01,VH1028,Bus,DR0528,Hyderabad,Telangana,Petrol,34.49,96.56,3330.35,191.4,5.55,919.05,Logistics,Highway,0
2024-12-16,VH1029,Bus,DR0529,Bengaluru,Karnataka,Petrol,1.38,103.07,142.24,9.0,6.54,1385.78,Administration,Urban,0
2024-04-01,VH1030,Truck,DR0530,Chennai,Tamil Nadu,Petrol,48.28,99.34,4796.14,305.1,6.32,3.22,Logistics,Highway,0
2024-11-15,VH1031,SUV,DR0531,Mumbai,Maharashtra,Petrol,25.75,96.49,2484.62,217.1,8.43,1052.31,Maintenance,Highway,0
